layer,mode,budget_B,effect_symKL,offmanifold_norm_ratio,variant,category
24,full,6.827698707580566,0.1947467178106308,0.7294893264770508,21,P_LP
27,direction,29.007387161254883,0.13032527267932892,1.0418497323989868,21,P_LP
27,magnitude,29.007387161254883,0.0005249260575510561,0.20640668272972107,21,P_LP
27,on_manifold_null,29.007387161254883,0.03850428760051727,0.8427621722221375,21,P_LP
27,full,29.007387161254883,0.1369514763355255,0.9497926235198975,21,P_LP
12,direction,1.8828964233398438,0.011998012661933899,0.7862064838409424,22,P_LP
12,magnitude,1.8828964233398438,1.1691283361869864e-05,0.24915754795074463,22,P_LP
12,on_manifold_null,1.8828964233398438,8.16176034277305e-05,0.6820249557495117,22,P_LP
12,full,1.8828964233398438,0.012075571343302727,0.7630921006202698,22,P_LP
20,direction,3.7984845638275146,0.011706587858498096,0.8723781108856201,22,P_LP
20,magnitude,3.7984845638275146,0.012842535972595215,0.38611477613449097,22,P_LP
20,on_manifold_null,3.7984845638275146,0.004107475746423006,0.7728129029273987,22,P_LP
20,full,3.7984845638275146,0.011883440427482128,0.8638865351676941,22,P_LP
24,direction,7.076070308685303,0.011389688588678837,0.8196707963943481,22,P_LP
24,magnitude,7.076070308685303,4.61117087979801e-05,0.3126898407936096,22,P_LP
24,on_manifold_null,7.076070308685303,0.00028306484455242753,0.7593793272972107,22,P_LP
24,full,7.076070308685303,0.01121600717306137,0.8156084418296814,22,P_LP
27,direction,31.03202247619629,0.009284176863729954,0.8567677736282349,22,P_LP
27,magnitude,31.03202247619629,0.05110820382833481,0.010660534724593163,22,P_LP
27,on_manifold_null,31.03202247619629,0.001413962570950389,1.0042972564697266,22,P_LP
27,full,31.03202247619629,0.009397152811288834,0.845115602016449,22,P_LP
12,direction,1.7831522226333618,0.15185123682022095,1.4993290901184082,23,P_LP
12,magnitude,1.7831522226333618,0.11936914920806885,0.965251624584198,23,P_LP
12,on_manifold_null,1.7831522226333618,0.17974145710468292,1.1215654611587524,23,P_LP
12,full,1.7831522226333618,0.14274653792381287,1.490630030632019,23,P_LP
20,direction,2.7926814556121826,0.12344246357679367,0.888481616973877,23,P_LP
20,magnitude,2.7926814556121826,0.15427029132843018,0.5374950766563416,23,P_LP
20,on_manifold_null,2.7926814556121826,0.034450359642505646,0.728865385055542,23,P_LP
20,full,2.7926814556121826,0.12381821125745773,0.8841167688369751,23,P_LP
24,direction,4.691405773162842,0.12931989133358002,0.7014246582984924,23,P_LP
24,magnitude,4.691405773162842,0.0004156433860771358,1.0256025791168213,23,P_LP
24,on_manifold_null,4.691405773162842,0.0563671737909317,0.572609007358551,23,P_LP
24,full,4.691405773162842,0.12993644177913666,0.7173489332199097,23,P_LP
27,direction,29.05669403076172,0.04000387713313103,1.008097767829895,23,P_LP
27,magnitude,29.05669403076172,0.0020293686538934708,1.8146227598190308,23,P_LP
27,on_manifold_null,29.05669403076172,0.1935800015926361,0.7695767879486084,23,P_LP
27,full,29.05669403076172,0.039112355560064316,1.097119927406311,23,P_LP
12,direction,2.7136240005493164,0.008577683940529823,1.3853946924209595,24,P_LP
12,magnitude,2.7136240005493164,0.00192429986782372,0.6047037243843079,24,P_LP
12,on_manifold_null,2.7136240005493164,0.004304838366806507,0.9807735085487366,24,P_LP
12,full,2.7136240005493164,0.008503264747560024,1.3657915592193604,24,P_LP
20,direction,4.1521196365356445,0.008109929040074348,0.7988836169242859,24,P_LP
20,magnitude,4.1521196365356445,0.0017446285346522927,0.3120306432247162,24,P_LP
20,on_manifold_null,4.1521196365356445,0.0015222851652652025,0.6414830684661865,24,P_LP
20,full,4.1521196365356445,0.008176705799996853,0.7816730737686157,24,P_LP
24,direction,5.9641804695129395,0.00891755148768425,0.6126065254211426,24,P_LP
24,magnitude,5.9641804695129395,0.000365382875315845,0.9992097616195679,24,P_LP
24,on_manifold_null,5.9641804695129395,0.0031841332092881203,0.5738071799278259,24,P_LP
24,full,5.9641804695129395,0.008824711665511131,0.6202213168144226,24,P_LP
27,direction,33.919921875,0.010022968985140324,0.8274988532066345,24,P_LP
27,magnitude,33.919921875,0.0009060071897692978,1.6192814111709595,24,P_LP
27,on_manifold_null,33.919921875,0.07713552564382553,0.7575944662094116,24,P_LP
27,full,33.919921875,0.008741158992052078,1.004717230796814,24,P_LP
12,direction,2.9353678226470947,1.501728892326355,1.052862524986267,25,P_LP
12,magnitude,2.9353678226470947,0.0032726251520216465,1.7133234739303589,25,P_LP
12,on_manifold_null,2.9353678226470947,0.08330156654119492,0.7438368797302246,25,P_LP
12,full,2.9353678226470947,1.500421404838562,1.1717445850372314,25,P_LP
20,direction,4.547109603881836,1.492234468460083,0.9399189949035645,25,P_LP
20,magnitude,4.547109603881836,0.0019033271819353104,1.5615979433059692,25,P_LP
20,on_manifold_null,4.547109603881836,0.01875435747206211,0.6968812346458435,25,P_LP
20,full,4.547109603881836,1.4899606704711914,1.0139647722244263,25,P_LP
24,direction,7.343835830688477,1.5077242851257324,0.8482990264892578,25,P_LP
24,magnitude,7.343835830688477,0.0011599976569414139,1.4749892950057983,25,P_LP
24,on_manifold_null,7.343835830688477,0.5030884742736816,0.6214033365249634,25,P_LP
24,full,7.343835830688477,1.5037739276885986,0.9006549119949341,25,P_LP
27,direction,32.83001708984375,1.4766925573349,0.9929193258285522,25,P_LP
27,magnitude,32.83001708984375,0.019789401441812515,0.03624137490987778,25,P_LP
27,on_manifold_null,32.83001708984375,0.13878148794174194,0.7038365006446838,25,P_LP
27,full,32.83001708984375,1.476945161819458,0.9765411615371704,25,P_LP
12,direction,3.7983169555664062,0.998341977596283,1.2748228311538696,26,P_LP
12,magnitude,3.7983169555664062,0.012410431168973446,2.4394044876098633,26,P_LP
12,on_manifold_null,3.7983169555664062,1.0168110132217407,0.7990812063217163,26,P_LP
12,full,3.7983169555664062,1.010029911994934,1.4619150161743164,26,P_LP
20,direction,5.325367450714111,1.0153697729110718,0.892991840839386,26,P_LP
20,magnitude,5.325367450714111,0.0033998412545770407,1.6212694644927979,26,P_LP
20,on_manifold_null,5.325367450714111,1.0447686910629272,0.8822206854820251,26,P_LP
20,full,5.325367450714111,1.0143375396728516,0.9606147408485413,26,P_LP
24,direction,9.150725364685059,1.019561767578125,0.8862643241882324,26,P_LP
24,magnitude,9.150725364685059,0.3979437053203583,0.16280794143676758,26,P_LP
24,on_manifold_null,9.150725364685059,0.10947398841381073,0.8941341638565063,26,P_LP
24,full,9.150725364685059,1.0229337215423584,0.8066650629043579,26,P_LP
27,direction,38.13235855102539,0.9837955236434937,0.9715661406517029,26,P_LP
27,magnitude,38.13235855102539,1.0175148248672485,0.09436418116092682,26,P_LP
27,on_manifold_null,38.13235855102539,0.3658190965652466,0.8759269118309021,26,P_LP
27,full,38.13235855102539,0.9961070418357849,0.9424037337303162,26,P_LP
12,direction,4.24598503112793,0.1465243399143219,0.9892798066139221,27,P_LP
12,magnitude,4.24598503112793,0.00019719003466889262,1.97518789768219,27,P_LP
12,on_manifold_null,4.24598503112793,0.13126140832901,0.9210436344146729,27,P_LP
12,full,4.24598503112793,0.14581452310085297,1.0429720878601074,27,P_LP
20,direction,6.054579257965088,0.13704615831375122,0.9544262886047363,27,P_LP
20,magnitude,6.054579257965088,0.00017408619169145823,1.8270334005355835,27,P_LP
20,on_manifold_null,6.054579257965088,0.1367783397436142,0.8545220494270325,27,P_LP
20,full,6.054579257965088,0.13517767190933228,0.9566504955291748,27,P_LP
24,direction,9.944252967834473,0.1387111097574234,0.9552650451660156,27,P_LP
24,magnitude,9.944252967834473,0.14035236835479736,0.029161350801587105,27,P_LP
24,on_manifold_null,9.944252967834473,0.04217565804719925,0.9646638035774231,27,P_LP
24,full,9.944252967834473,0.13834929466247559,0.9413724541664124,27,P_LP
27,direction,35.39639663696289,0.07705716788768768,0.9671981930732727,27,P_LP
27,magnitude,35.39639663696289,0.08521796762943268,0.22758841514587402,27,P_LP
27,on_manifold_null,35.39639663696289,0.0681067481637001,0.8190362453460693,27,P_LP
27,full,35.39639663696289,0.07999923080205917,0.9025347828865051,27,P_LP
12,direction,4.344821929931641,0.03661268949508667,0.9773812294006348,28,P_LP
12,magnitude,4.344821929931641,0.01262571383267641,1.8917030096054077,28,P_LP
12,on_manifold_null,4.344821929931641,0.02212453819811344,0.7636581659317017,28,P_LP
12,full,4.344821929931641,0.03667197376489639,1.0467876195907593,28,P_LP
20,direction,6.622304916381836,0.037293970584869385,0.9629088640213013,28,P_LP
20,magnitude,6.622304916381836,0.0035965717397630215,1.8893420696258545,28,P_LP
20,on_manifold_null,6.622304916381836,0.04993321746587753,0.7890303134918213,28,P_LP
20,full,6.622304916381836,0.037243299186229706,1.001802921295166,28,P_LP
24,direction,11.029402732849121,0.03366204351186752,1.00997793674469,28,P_LP
24,magnitude,11.029402732849121,0.04111781716346741,0.008450539782643318,28,P_LP
24,on_manifold_null,11.029402732849121,0.016580061987042427,0.9479106664657593,28,P_LP
24,full,11.029402732849121,0.033813513815402985,0.9998164772987366,28,P_LP
27,direction,33.02009201049805,0.031896911561489105,1.05580472946167,28,P_LP
27,magnitude,33.02009201049805,0.02350424975156784,0.14405716955661774,28,P_LP
27,on_manifold_null,33.02009201049805,0.013429714366793633,0.9009557962417603,28,P_LP
27,full,33.02009201049805,0.03075014054775238,0.9811583757400513,28,P_LP
12,direction,1.1236398220062256,0.11167477071285248,1.5317851305007935,29,P_LP
12,magnitude,1.1236398220062256,0.00014702849148306996,1.874367356300354,29,P_LP
12,on_manifold_null,1.1236398220062256,7.199821266112849e-05,1.2588714361190796,29,P_LP
12,full,1.1236398220062256,0.11312539130449295,1.5426543951034546,29,P_LP
20,direction,2.102583408355713,0.11278411746025085,0.9459711313247681,29,P_LP
20,magnitude,2.102583408355713,0.0006102538318373263,1.202441692352295,29,P_LP
20,on_manifold_null,2.102583408355713,0.004623152781277895,0.796398937702179,29,P_LP
20,full,2.102583408355713,0.11309957504272461,0.9525043368339539,29,P_LP
24,direction,3.6229076385498047,0.11117401719093323,0.7492722868919373,29,P_LP
24,magnitude,3.6229076385498047,0.0029553575441241264,0.5039702653884888,29,P_LP
24,on_manifold_null,3.6229076385498047,0.01847902685403824,0.645762026309967,29,P_LP
24,full,3.6229076385498047,0.11155282706022263,0.7440093159675598,29,P_LP
27,direction,25.95222282409668,0.10094684362411499,1.1064099073410034,29,P_LP
27,magnitude,25.95222282409668,0.003332924097776413,1.8221319913864136,29,P_LP
27,on_manifold_null,25.95222282409668,0.02121797762811184,0.7925786375999451,29,P_LP
27,full,25.95222282409668,0.0996670201420784,1.189770221710205,29,P_LP
12,direction,0.6527310609817505,0.03382072597742081,1.4917259216308594,30,B_LB
12,magnitude,0.6527310609817505,0.0006499157752841711,1.6998897790908813,30,B_LB
12,on_manifold_null,0.6527310609817505,0.0013204251881688833,1.3135579824447632,30,B_LB
12,full,0.6527310609817505,0.03603377193212509,1.49489164352417,30,B_LB
20,direction,1.2540236711502075,0.03407638147473335,0.9442217946052551,30,B_LB
20,magnitude,1.2540236711502075,0.0003902121970895678,1.1129634380340576,30,B_LB
20,on_manifold_null,1.2540236711502075,0.0006499451701529324,0.8306365609169006,30,B_LB
20,full,1.2540236711502075,0.03489084541797638,0.9462012648582458,30,B_LB
24,direction,2.970202684402466,0.034554168581962585,0.8105344176292419,30,B_LB
24,magnitude,2.970202684402466,0.00010839187598321587,1.0386114120483398,30,B_LB
24,on_manifold_null,2.970202684402466,0.007770146243274212,0.7018512487411499,30,B_LB
24,full,2.970202684402466,0.034202270209789276,0.8222218751907349,30,B_LB
27,direction,15.745254516601562,0.0315767340362072,0.6784693002700806,30,B_LB
27,magnitude,15.745254516601562,0.0013728765770792961,0.2457265555858612,30,B_LB
27,on_manifold_null,15.745254516601562,0.029963364824652672,0.5642352104187012,30,B_LB
27,full,15.745254516601562,0.0314892902970314,0.6469917297363281,30,B_LB
12,direction,0.3566586673259735,0.011035323143005371,1.7565990686416626,31,B_LB
12,magnitude,0.3566586673259735,0.00010989107249770314,1.635315179824829,31,B_LB
12,on_manifold_null,0.3566586673259735,0.0002620926243253052,1.654348373413086,31,B_LB
12,full,0.3566586673259735,0.012217684648931026,1.7564260959625244,31,B_LB
20,direction,0.6819042563438416,0.00770725030452013,1.00652277469635,31,B_LB
20,magnitude,0.6819042563438416,9.33191113290377e-05,1.1041228771209717,31,B_LB
20,on_manifold_null,0.6819042563438416,0.0005438161315396428,0.9530469179153442,31,B_LB
20,full,0.6819042563438416,0.007414605002850294,1.0080838203430176,31,B_LB
24,direction,1.7009007930755615,0.006843713112175465,0.8033447265625,31,B_LB
24,magnitude,1.7009007930755615,2.6807128961081617e-05,0.6668946743011475,31,B_LB
24,on_manifold_null,1.7009007930755615,0.004318646155297756,0.7263274192810059,31,B_LB
24,full,1.7009007930755615,0.006840813905000687,0.8013254404067993,31,B_LB
27,direction,12.465336799621582,0.002054529497399926,0.9082098603248596,31,B_LB
27,magnitude,12.465336799621582,0.00017248802760150284,1.2597572803497314,31,B_LB
27,on_manifold_null,12.465336799621582,0.0003416416875552386,0.7449316382408142,31,B_LB
27,full,12.465336799621582,0.0020746085792779922,0.92597895860672,31,B_LB
12,direction,0.7524207234382629,0.014721913263201714,1.5126609802246094,32,B_LB
12,magnitude,0.7524207234382629,0.00028958998154848814,1.7366677522659302,32,B_LB
12,on_manifold_null,0.7524207234382629,0.0014187167398631573,1.3390135765075684,32,B_LB
12,full,0.7524207234382629,0.01469244621694088,1.5228248834609985,32,B_LB
20,direction,1.4340240955352783,0.013696001842617989,0.9265034794807434,32,B_LB
20,magnitude,1.4340240955352783,0.00010531310545047745,1.0982425212860107,32,B_LB
20,on_manifold_null,1.4340240955352783,0.002383327577263117,0.8351648449897766,32,B_LB
20,full,1.4340240955352783,0.014166755601763725,0.930976152420044,32,B_LB
24,direction,2.46484112739563,0.011572977527976036,0.7250075340270996,32,B_LB
24,magnitude,2.46484112739563,1.2509743100963533e-05,0.885992169380188,32,B_LB
24,on_manifold_null,2.46484112739563,0.00035182374995201826,0.6108126044273376,32,B_LB
24,full,2.46484112739563,0.011299323290586472,0.7299638986587524,32,B_LB
27,direction,21.50808334350586,0.0029585575684905052,1.1073468923568726,32,B_LB
27,magnitude,21.50808334350586,0.00037513565621338785,0.5124241709709167,32,B_LB
27,on_manifold_null,21.50808334350586,0.0006999396136961877,0.7692623734474182,32,B_LB
27,full,21.50808334350586,0.002899773884564638,1.1013197898864746,32,B_LB
12,direction,1.1087019443511963,0.0701766163110733,0.7642567157745361,33,B_LB
12,magnitude,1.1087019443511963,1.37702973006526e-05,1.0982602834701538,33,B_LB
12,on_manifold_null,1.1087019443511963,3.0304176107165404e-05,0.693219006061554,33,B_LB
12,full,1.1087019443511963,0.069179967045784,0.7816053032875061,33,B_LB
20,direction,2.634038209915161,0.06922557204961777,0.8185459971427917,33,B_LB
20,magnitude,2.634038209915161,8.699571480974555e-06,1.1460505723953247,33,B_LB
20,on_manifold_null,2.634038209915161,3.186154935974628e-05,0.701959490776062,33,B_LB
20,full,2.634038209915161,0.06861095875501633,0.830247700214386,33,B_LB
24,direction,6.647340774536133,0.06768608838319778,0.7954756617546082,33,B_LB
24,magnitude,6.647340774536133,1.8427930626785383e-05,1.2510266304016113,33,B_LB
24,on_manifold_null,6.647340774536133,0.0008693364798091352,0.686825156211853,33,B_LB
24,full,6.647340774536133,0.06763099133968353,0.8008426427841187,33,B_LB
27,direction,38.52978515625,0.06494373083114624,1.0063087940216064,33,B_LB
27,magnitude,38.52978515625,9.164257789961994e-06,2.0762791633605957,33,B_LB
27,on_manifold_null,38.52978515625,0.013157367706298828,0.8400818109512329,33,B_LB
27,full,38.52978515625,0.06506362557411194,1.0198224782943726,33,B_LB
12,direction,0.9548264741897583,0.1509566754102707,1.4198368787765503,34,B_LB
12,magnitude,0.9548264741897583,0.0001722925662761554,1.6940782070159912,34,B_LB
12,on_manifold_null,0.9548264741897583,0.0008390750735998154,1.203472375869751,34,B_LB
12,full,0.9548264741897583,0.15105892717838287,1.4261561632156372,34,B_LB
20,direction,1.443811058998108,0.15080390870571136,0.9497650265693665,34,B_LB
20,magnitude,1.443811058998108,3.805998494499363e-05,1.1416773796081543,34,B_LB
20,on_manifold_null,1.443811058998108,0.0003589650441426784,0.8432178497314453,34,B_LB
20,full,1.443811058998108,0.15007206797599792,0.9518285393714905,34,B_LB
24,direction,2.9061102867126465,0.1476159244775772,0.7992701530456543,34,B_LB
24,magnitude,2.9061102867126465,4.969241490471177e-05,1.0243877172470093,34,B_LB
24,on_manifold_null,2.9061102867126465,0.000673573580570519,0.7167586088180542,34,B_LB
24,full,2.9061102867126465,0.14650729298591614,0.8048264980316162,34,B_LB
27,direction,15.094141006469727,0.12351886928081512,0.6991862654685974,34,B_LB
27,magnitude,15.094141006469727,0.0005605252226814628,0.26738470792770386,34,B_LB
27,on_manifold_null,15.094141006469727,0.013364851474761963,0.5557003021240234,34,B_LB
27,full,15.094141006469727,0.12513017654418945,0.6884263753890991,34,B_LB
12,direction,0.49132323265075684,0.008906644769012928,1.4591251611709595,35,B_LB
12,magnitude,0.49132323265075684,0.0012420264538377523,1.2930972576141357,35,B_LB
12,on_manifold_null,0.49132323265075684,0.003669419325888157,1.3226370811462402,35,B_LB
12,full,0.49132323265075684,0.007984534837305546,1.4568129777908325,35,B_LB
20,direction,0.89872145652771,0.010204091668128967,0.8794610500335693,35,B_LB
20,magnitude,0.89872145652771,0.00015240494394674897,1.003598928451538,35,B_LB
20,on_manifold_null,0.89872145652771,0.0008570505306124687,0.8068848848342896,35,B_LB
20,full,0.89872145652771,0.01060088723897934,0.8811846375465393,35,B_LB
24,direction,1.78699791431427,0.008563832379877567,0.7653719186782837,35,B_LB
24,magnitude,1.78699791431427,0.0013496478786692023,0.9072070121765137,35,B_LB
24,on_manifold_null,1.78699791431427,0.0003563413047231734,0.7050426602363586,35,B_LB
24,full,1.78699791431427,0.008095618337392807,0.766424298286438,35,B_LB
27,direction,9.729986190795898,0.0035056211054325104,0.833748459815979,35,B_LB
27,magnitude,9.729986190795898,0.00010742241283878684,1.1024423837661743,35,B_LB
27,on_manifold_null,9.729986190795898,0.005701641086488962,0.7117822766304016,35,B_LB
27,full,9.729986190795898,0.0034982541110366583,0.8393562436103821,35,B_LB
12,direction,1.4799885749816895,0.01030564121901989,1.0461792945861816,36,B_LB
12,magnitude,1.4799885749816895,1.8701890439842828e-05,0.5854176878929138,36,B_LB
12,on_manifold_null,1.4799885749816895,4.642646308639087e-05,0.8271921873092651,36,B_LB
12,full,1.4799885749816895,0.01032054889947176,1.0128377676010132,36,B_LB
20,direction,3.931549310684204,0.01006360538303852,1.1697630882263184,36,B_LB
20,magnitude,3.931549310684204,3.101417678408325e-05,0.6738139986991882,36,B_LB
20,on_manifold_null,3.931549310684204,6.526202196255326e-05,0.9072005748748779,36,B_LB
20,full,3.931549310684204,0.010335483588278294,1.141366958618164,36,B_LB
24,direction,9.593512535095215,0.009910617023706436,1.0783487558364868,36,B_LB
24,magnitude,9.593512535095215,3.778556128963828e-05,1.7410163879394531,36,B_LB
24,on_manifold_null,9.593512535095215,0.0003551064583007246,0.9242210388183594,36,B_LB
24,full,9.593512535095215,0.00990128330886364,1.1101198196411133,36,B_LB
27,direction,25.7882022857666,0.010022111237049103,0.8780546188354492,36,B_LB
27,magnitude,25.7882022857666,5.695987965737004e-06,1.5883638858795166,36,B_LB
27,on_manifold_null,25.7882022857666,0.013332064263522625,0.6993243098258972,36,B_LB
27,full,25.7882022857666,0.009732447564601898,0.8994222283363342,36,B_LB
12,direction,0.5866612792015076,0.016042310744524002,1.3515851497650146,37,B_LB
12,magnitude,0.5866612792015076,2.2106953110778704e-05,1.18740975856781,37,B_LB
12,on_manifold_null,0.5866612792015076,4.660816557588987e-05,1.2129676342010498,37,B_LB
12,full,0.5866612792015076,0.017153043299913406,1.3370932340621948,37,B_LB
20,direction,0.9910074472427368,0.01659533940255642,0.9082513451576233,37,B_LB
20,magnitude,0.9910074472427368,3.17874328175094e-05,0.7812131643295288,37,B_LB
20,on_manifold_null,0.9910074472427368,2.7888290787814185e-05,0.8367570638656616,37,B_LB
20,full,0.9910074472427368,0.016598140820860863,0.9014266133308411,37,B_LB
24,direction,1.9507685899734497,0.014072366058826447,0.7132411599159241,37,B_LB
24,magnitude,1.9507685899734497,2.362885425100103e-05,0.5673360228538513,37,B_LB
24,on_manifold_null,1.9507685899734497,0.00024310116714332253,0.6600416898727417,37,B_LB
24,full,1.9507685899734497,0.01439668983221054,0.7086373567581177,37,B_LB
27,direction,11.341350555419922,0.007013342343270779,0.6775025725364685,37,B_LB
27,magnitude,11.341350555419922,0.00014652790559921414,0.9985606670379639,37,B_LB
27,on_manifold_null,11.341350555419922,0.002198208589106798,0.5701802968978882,37,B_LB
27,full,11.341350555419922,0.006888286676257849,0.6937572956085205,37,B_LB
12,direction,0.5713652968406677,0.002256155712530017,1.3027136325836182,38,B_LB
12,magnitude,0.5713652968406677,0.002657393692061305,1.133063793182373,38,B_LB
12,on_manifold_null,0.5713652968406677,0.0012025840114802122,1.1761891841888428,38,B_LB
12,full,0.5713652968406677,0.0033279124181717634,1.2983695268630981,38,B_LB
20,direction,0.9953776001930237,0.00433574290946126,0.7937901616096497,38,B_LB
20,magnitude,0.9953776001930237,0.0006888278294354677,0.9139454364776611,38,B_LB
20,on_manifold_null,0.9953776001930237,0.003988145850598812,0.7323055267333984,38,B_LB
20,full,0.9953776001930237,0.00432208739221096,0.7958333492279053,38,B_LB
24,direction,1.7696675062179565,0.005623809061944485,0.6130378842353821,38,B_LB
24,magnitude,1.7696675062179565,9.141172631643713e-05,0.7299768328666687,38,B_LB
24,on_manifold_null,1.7696675062179565,0.00013838105951435864,0.5688058733940125,38,B_LB
24,full,1.7696675062179565,0.005746523849666119,0.6143220663070679,38,B_LB
27,direction,10.34388542175293,0.004356740042567253,0.8933882117271423,38,B_LB
27,magnitude,10.34388542175293,3.110814941464923e-05,0.6017293334007263,38,B_LB
27,on_manifold_null,10.34388542175293,0.0017229825025424361,0.7254461050033569,38,B_LB
27,full,10.34388542175293,0.0044160280376672745,0.8925540447235107,38,B_LB
12,direction,0.8177115321159363,0.09248581528663635,1.3152270317077637,39,B_LB
12,magnitude,0.8177115321159363,0.0002750583225861192,1.0653467178344727,39,B_LB
12,on_manifold_null,0.8177115321159363,0.00022251995687838644,1.1140836477279663,39,B_LB
12,full,0.8177115321159363,0.09006259590387344,1.2987985610961914,39,B_LB
20,direction,1.6083481311798096,0.09216900914907455,0.9327312111854553,39,B_LB
20,magnitude,1.6083481311798096,0.0001136430655606091,0.7409369349479675,39,B_LB
20,on_manifold_null,1.6083481311798096,4.8767640691949055e-05,0.8232665061950684,39,B_LB
20,full,1.6083481311798096,0.09141840785741806,0.9309163689613342,39,B_LB
24,direction,4.183988571166992,0.08900474011898041,0.759659469127655,39,B_LB
24,magnitude,4.183988571166992,8.82863241713494e-05,1.0182263851165771,39,B_LB
24,on_manifold_null,4.183988571166992,0.0012174862204119563,0.654705286026001,39,B_LB
24,full,4.183988571166992,0.08887474983930588,0.7730066776275635,39,B_LB
27,direction,18.43186378479004,0.08266215026378632,0.9199194312095642,39,B_LB
27,magnitude,18.43186378479004,0.000698725925758481,0.4196113646030426,39,B_LB
27,on_manifold_null,18.43186378479004,0.004331468604505062,0.7006486654281616,39,B_LB
27,full,18.43186378479004,0.08399176597595215,0.905677855014801,39,B_LB
12,direction,1.5994869470596313,0.031198542565107346,1.5735504627227783,40,B_LB
12,magnitude,1.5994869470596313,0.0015181851340457797,1.0760020017623901,40,B_LB
12,on_manifold_null,1.5994869470596313,0.004682285711169243,1.1581929922103882,40,B_LB
12,full,1.5994869470596313,0.028188154101371765,1.552339792251587,40,B_LB
20,direction,2.542954683303833,0.032729797065258026,0.8932240605354309,40,B_LB
20,magnitude,2.542954683303833,0.00028767139883711934,0.5670344829559326,40,B_LB
20,on_manifold_null,2.542954683303833,0.002227204851806164,0.7510265111923218,40,B_LB
20,full,2.542954683303833,0.033948998898267746,0.8819342851638794,40,B_LB
24,direction,4.205792427062988,0.026425452902913094,0.7483779191970825,40,B_LB
24,magnitude,4.205792427062988,0.00016427866648882627,0.45065465569496155,40,B_LB
24,on_manifold_null,4.205792427062988,0.0010959305800497532,0.6446086168289185,40,B_LB
24,full,4.205792427062988,0.027080655097961426,0.7312520742416382,40,B_LB
27,direction,25.084047317504883,0.019787192344665527,0.9680318236351013,40,B_LB
27,magnitude,25.084047317504883,0.001336968271061778,0.28833550214767456,40,B_LB
27,on_manifold_null,25.084047317504883,0.15160009264945984,0.7108370661735535,40,B_LB
27,full,25.084047317504883,0.02116541378200054,0.9584881663322449,40,B_LB
12,direction,1.730900764465332,0.00198716064915061,1.344739317893982,41,B_LB
12,magnitude,1.730900764465332,0.0005405095289461315,0.8407061696052551,41,B_LB
12,on_manifold_null,1.730900764465332,0.0014352999860420823,0.9929286241531372,41,B_LB
12,full,1.730900764465332,0.0023770977277308702,1.3355532884597778,41,B_LB
20,direction,2.9675705432891846,0.0019503444200381637,0.7910303473472595,41,B_LB
20,magnitude,2.9675705432891846,0.0004073891614098102,1.1543244123458862,41,B_LB
20,on_manifold_null,2.9675705432891846,0.04306210204958916,0.6475194692611694,41,B_LB
20,full,2.9675705432891846,0.0021349694579839706,0.7967236638069153,41,B_LB
24,direction,4.6709818840026855,0.002253637183457613,0.6278091669082642,41,B_LB
24,magnitude,4.6709818840026855,0.000906474597286433,0.9417809247970581,41,B_LB
24,on_manifold_null,4.6709818840026855,0.01694798283278942,0.506239652633667,41,B_LB
24,full,4.6709818840026855,0.002316463505849242,0.6451379656791687,41,B_LB
27,direction,20.111894607543945,0.0019935991149395704,0.8093608617782593,41,B_LB
27,magnitude,20.111894607543945,0.0006992312264628708,1.376712679862976,41,B_LB
27,on_manifold_null,20.111894607543945,0.00958480965346098,0.7166982293128967,41,B_LB
27,full,20.111894607543945,0.001924883690662682,0.8716242909431458,41,B_LB
12,direction,0.4600502848625183,0.0010549044236540794,1.508118987083435,42,B_LB
12,magnitude,0.4600502848625183,4.569362863549031e-05,1.6513742208480835,42,B_LB
12,on_manifold_null,0.4600502848625183,2.1009766442148248e-06,1.3856161832809448,42,B_LB
12,full,0.4600502848625183,0.001053467858582735,1.5118238925933838,42,B_LB
20,direction,0.8753545880317688,0.0009761833352968097,0.8844456076622009,42,B_LB
20,magnitude,0.8753545880317688,4.60808259958867e-05,0.7708114385604858,42,B_LB
20,on_manifold_null,0.8753545880317688,7.20443349564448e-05,0.8246178030967712,42,B_LB
20,full,0.8753545880317688,0.0009727764409035444,0.8835799098014832,42,B_LB
24,direction,1.9296849966049194,0.00042987760389223695,0.7405238151550293,42,B_LB
24,magnitude,1.9296849966049194,2.6683757823775522e-05,0.6006839871406555,42,B_LB
24,on_manifold_null,1.9296849966049194,0.000760402181185782,0.6783466935157776,42,B_LB
24,full,1.9296849966049194,0.00036829710006713867,0.7396467328071594,42,B_LB
27,direction,11.41124439239502,0.0001713675301289186,1.0164003372192383,42,B_LB
27,magnitude,11.41124439239502,1.2244689060025848e-05,1.3285737037658691,42,B_LB
27,on_manifold_null,11.41124439239502,8.39012791402638e-05,0.8104000091552734,42,B_LB
27,full,11.41124439239502,9.962260810425505e-05,1.0260406732559204,42,B_LB
12,direction,1.307657241821289,0.04720333591103554,1.032656192779541,43,B_LB
12,magnitude,1.307657241821289,0.0003554765717126429,0.6400574445724487,43,B_LB
12,on_manifold_null,1.307657241821289,0.0007643568096682429,0.7839096784591675,43,B_LB
12,full,1.307657241821289,0.047785934060811996,1.0211191177368164,43,B_LB
20,direction,2.826753616333008,0.03830001503229141,0.9913633465766907,43,B_LB
20,magnitude,2.826753616333008,0.0004603797569870949,0.6509453058242798,43,B_LB
